TeamID,off_true,def_true,net_true,conf_random,conf_true,off_est,def_est,net_est,games,schedule_type
36,122.7551278198234,86.87077401357703,35.88435380624638,SC,BE,123.86839337165512,89.98692113751052,33.881472234144596,150,Random Schedule 150 Games
44,118.21988617134664,88.65639087492256,29.563495296424065,SC,Amer,121.65057645751833,87.55584095217114,34.09473550534719,150,Random Schedule 150 Games
359,124.43890948098812,95.74675263303818,28.69215684794993,SC,P12,124.13027221797365,94.85698159825937,29.273290619714288,150,Random Schedule 150 Games
24,117.18787279775356,90.60969008882935,26.578182708924203,Amer,SEC,115.71585164928985,89.77857877193362,25.93727287735622,150,Random Schedule 150 Games
84,117.37502158733848,91.29978899511546,26.075232592223003,ASun,B12,116.36269701283018,91.31329566233414,25.04940135049604,150,Random Schedule 150 Games
174,118.30629394222844,93.05187894010064,25.254415002127782,MAAC,SEC,118.29587134015885,93.44464887791001,24.851222462248842,150,Random Schedule 150 Games
345,119.64991778612686,94.67087267939318,24.97904510673368,MVC,B10,120.84392959912503,93.50001547014412,27.343914128980913,150,Random Schedule 150 Games
30,112.02731817370729,87.62042278233872,24.406895391368565,MAC,WCC,111.25300401994136,88.00965670773081,23.243347312210545,150,Random Schedule 150 Games
322,118.29225624120066,96.02895600817511,22.263300233025532,MWC,B12,117.84790104270505,97.29720634708893,20.550694695616116,150,Random Schedule 150 Games
21,112.77492932505064,90.54333922141606,22.231590103634577,A10,BE,113.83720072391417,95.0471080251971,18.79009269871706,150,Random Schedule 150 Games
82,116.96398083608548,97.65226961914937,19.311711216936132,BSky,P12,118.88222664763285,97.91389301888834,20.968333628744503,150,Random Schedule 150 Games
295,115.41115802537362,96.203209870816,19.207948154557627,MVC,BE,115.52908722679405,94.4687960574301,21.06029116936395,150,Random Schedule 150 Games
320,114.76230659470303,95.67432043955624,19.08798615514678,BSth,WCC,111.78359635265238,94.23422764871414,17.549368703938242,150,Random Schedule 150 Games
271,111.2285265879172,92.42835130838672,18.800175279530492,MAAC,MWC,109.06653199245828,95.90551310751584,13.161018884942436,150,Random Schedule 150 Games
245,111.213389702986,92.83052063702767,18.382869065958317,Ivy,BE,114.57967527794399,94.6102620204539,19.96941325749009,150,Random Schedule 150 Games
61,113.64783291682151,95.39645689283007,18.25137602399144,Amer,B12,114.17809427052123,95.08111485262992,19.096979417891305,150,Random Schedule 150 Games
252,117.63363800589778,99.5321886482762,18.101449357621576,MAAC,CUSA,118.78788951243199,100.90800760666862,17.87988190576337,150,Random Schedule 150 Games
204,116.31226405269608,98.38232473430888,17.929939318387213,SC,ACC,118.71557449565823,98.89141313224123,19.824161363417005,150,Random Schedule 150 Games
326,110.55085966245215,92.65089142061711,17.89996824183504,SB,B12,110.31647693660379,96.02990876792998,14.28656816867381,150,Random Schedule 150 Games
293,112.7605774218146,95.17575429631336,17.58482312550123,NEC,Amer,110.8116114910683,93.94023322958029,16.87137826148802,150,Random Schedule 150 Games
169,116.22601726276176,98.9484614015824,17.27755586117935,B12,B12,117.80463770525928,98.32850661297478,19.476131092284504,150,Random Schedule 150 Games
52,112.25271283877296,94.99551268232122,17.257200156451745,Slnd,SEC,113.69306589380525,95.26728463667075,18.425781257134503,150,Random Schedule 150 Games
335,107.0154594133705,89.81444080137769,17.201018611992808,MVC,B10,106.92138156101726,88.97607636134731,17.945305199669946,150,Random Schedule 150 Games
349,108.31824274363946,91.23196090938936,17.086281834250087,SEC,ACC,109.4994645887994,92.52952427760727,16.969940311192133,150,Random Schedule 150 Games
225,112.65281393916388,96.0828471574579,16.569966781705972,Sum,B12,110.38912740150741,98.56133789883489,11.827789502672516,150,Random Schedule 150 Games
232,110.12109838502744,93.62855195063123,16.49254643439619,Ivy,B10,113.84489312535364,96.25859709661104,17.586296028742595,150,Random Schedule 150 Games
13,106.92910196508367,90.47175032772066,16.45735163736302,P12,SEC,106.34853470887009,93.59045044738967,12.75808426148042,150,Random Schedule 150 Games
86,112.920643291436,96.9218653631818,15.9987779282542,P12,MWC,118.44964614536825,99.83001814220573,18.619628003162518,150,Random Schedule 150 Games
231,114.13784355062054,98.4039129344661,15.73393061615444,A10,B12,115.44065063761626,97.42427498217947,18.01637565543679,150,Random Schedule 150 Games
40,115.81659195216264,100.71051938582856,15.106072566334092,BE,B10,115.47511216217491,100.47663861294785,14.998473549227057,150,Random Schedule 150 Games
23,111.4299845078254,97.21273020891933,14.21725429890607,AE,CUSA,112.13284011537685,97.41044254016037,14.722397575216476,150,Random Schedule 150 Games
33,106.58732113500824,92.57090722693788,14.016413908070362,A10,SEC,107.02594413858074,90.84623940072527,16.179704737855474,150,Random Schedule 150 Games
272,109.32909532914992,95.5819766734426,13.747118655707297,CAA,SEC,113.4406145380216,97.06740456585327,16.37320997216834,150,Random Schedule 150 Games
239,108.16191227568808,94.83267946603304,13.329232809655023,BSky,ACC,107.92805602908956,93.52105823438416,14.406997794705404,150,Random Schedule 150 Games
95,108.11565180570486,94.85760858410124,13.258043221603629,WCC,B10,109.99462268549881,94.35127227239798,15.643350413100833,150,Random Schedule 150 Games
98,113.71865497724644,100.70157497649066,13.017080000755769,Amer,B10,117.07731280247121,99.91682757754415,17.160485224927058,150,Random Schedule 150 Games
133,105.28192150382183,92.44378851390496,12.838132989916886,CAA,MWC,106.54980729225345,89.73636648186783,16.813440810385615,150,Random Schedule 150 Games
16,113.7002525374754,100.98170723434345,12.71854530313196,Sum,B10,114.95055729835268,101.78446656593442,13.166090732418255,150,Random Schedule 150 Games
31,114.89879410031996,102.195058227503,12.70373587281695,B10,B10,114.25327494577105,103.89134352840878,10.361931417362271,150,Random Schedule 150 Games
45,113.92795432613914,101.28261624409409,12.645338082045072,A10,BE,115.57234971205918,96.88806451930873,18.68428519275045,150,Random Schedule 150 Games
