TeamID,off_true,def_true,net_true,conf_random,conf_true,off_est,def_est,net_est,games,schedule_type
36,122.7551278198234,86.87077401357703,35.88435380624638,SC,BE,126.08896579905138,98.3782094550892,27.710756343962174,30,True Conferences (No Non-Con)
44,118.21988617134664,88.65639087492256,29.563495296424065,SC,Amer,112.38100031686287,86.22160081602001,26.159399500842852,30,True Conferences (No Non-Con)
359,124.43890948098812,95.74675263303818,28.69215684794993,SC,P12,115.31452712760188,108.15628875558242,7.158238372019454,32,True Conferences (No Non-Con)
24,117.18787279775356,90.60969008882935,26.578182708924203,Amer,SEC,104.22474482046704,96.92797021971705,7.296774600749984,32,True Conferences (No Non-Con)
84,117.37502158733848,91.29978899511546,26.075232592223003,ASun,B12,97.12214831962619,101.57137092596943,-4.449222606343241,32,True Conferences (No Non-Con)
174,118.30629394222844,93.05187894010064,25.254415002127782,MAAC,SEC,123.8387197342325,99.3123683830754,24.526351351157103,32,True Conferences (No Non-Con)
345,119.64991778612686,94.67087267939318,24.97904510673368,MVC,B10,121.72234598124251,98.32869516624208,23.393650815000427,32,True Conferences (No Non-Con)
30,112.02731817370729,87.62042278233872,24.406895391368565,MAC,WCC,109.68202499892942,96.9330897205871,12.748935278342316,32,True Conferences (No Non-Con)
322,118.29225624120066,96.02895600817511,22.263300233025532,MWC,B12,92.43541894971331,116.18262051069132,-23.747201560978013,32,True Conferences (No Non-Con)
21,112.77492932505064,90.54333922141606,22.231590103634577,A10,BE,90.5712326066338,91.23942838391072,-0.6681957772769209,28,True Conferences (No Non-Con)
82,116.96398083608548,97.65226961914937,19.311711216936132,BSky,P12,111.54440418774496,114.52800245038851,-2.9835982626435538,32,True Conferences (No Non-Con)
295,115.41115802537362,96.203209870816,19.207948154557627,MVC,BE,102.03302003048321,103.28483166556833,-1.2518116350851187,28,True Conferences (No Non-Con)
320,114.76230659470303,95.67432043955624,19.08798615514678,BSth,WCC,115.13674311105149,95.12952926109251,20.007213849958973,32,True Conferences (No Non-Con)
271,111.2285265879172,92.42835130838672,18.800175279530492,MAAC,MWC,103.88472179577118,100.2237322770171,3.6609895187540786,30,True Conferences (No Non-Con)
245,111.213389702986,92.83052063702767,18.382869065958317,Ivy,BE,90.69067251588447,100.57494612568502,-9.884273609800545,30,True Conferences (No Non-Con)
61,113.64783291682151,95.39645689283007,18.25137602399144,Amer,B12,110.77836571493077,105.13841965971626,5.639946055214509,32,True Conferences (No Non-Con)
252,117.63363800589778,99.5321886482762,18.101449357621576,MAAC,CUSA,113.4763284738844,98.16736807551062,15.30896039837377,30,True Conferences (No Non-Con)
204,116.31226405269608,98.38232473430888,17.929939318387213,SC,ACC,104.40346727644823,113.58724498823256,-9.18377771178433,30,True Conferences (No Non-Con)
326,110.55085966245215,92.65089142061711,17.89996824183504,SB,B12,110.26678337232956,102.36066753449181,7.906115837837746,32,True Conferences (No Non-Con)
293,112.7605774218146,95.17575429631336,17.58482312550123,NEC,Amer,118.819669599364,92.01886591288492,26.800803686479085,28,True Conferences (No Non-Con)
169,116.22601726276176,98.9484614015824,17.27755586117935,B12,B12,105.35209663921856,103.0057424470768,2.34635419214176,32,True Conferences (No Non-Con)
52,112.25271283877296,94.99551268232122,17.257200156451745,Slnd,SEC,107.94900955535817,100.13565458776128,7.813354967596894,32,True Conferences (No Non-Con)
335,107.0154594133705,89.81444080137769,17.201018611992808,MVC,B10,95.99488586796329,79.27846536041484,16.71642050754845,32,True Conferences (No Non-Con)
349,108.31824274363946,91.23196090938936,17.086281834250087,SEC,ACC,104.95645314196261,92.31690716513214,12.639545976830476,30,True Conferences (No Non-Con)
225,112.65281393916388,96.0828471574579,16.569966781705972,Sum,B12,106.25835393256463,118.471752463098,-12.213398530533368,32,True Conferences (No Non-Con)
232,110.12109838502744,93.62855195063123,16.49254643439619,Ivy,B10,106.96671766445255,98.1437256180026,8.82299204644994,32,True Conferences (No Non-Con)
