TeamID,off_true,def_true,net_true,conf_random,conf_true,off_est,def_est,net_est,games,schedule_type
36,122.7551278198234,86.87077401357703,35.88435380624638,SC,BE,124.105549602635,99.33390501613157,24.771644586503427,30,Random Schedule
44,118.21988617134664,88.65639087492256,29.563495296424065,SC,Amer,119.48486366759678,84.70583145411105,34.779032213485735,30,Random Schedule
359,124.43890948098812,95.74675263303818,28.69215684794993,SC,P12,123.23921490010802,95.05512397145094,28.184090928657085,30,Random Schedule
24,117.18787279775356,90.60969008882935,26.578182708924203,Amer,SEC,119.0773527002439,88.33715753256274,30.740195167681165,30,Random Schedule
84,117.37502158733848,91.29978899511546,26.075232592223003,ASun,B12,113.98977262980705,92.34422273373343,21.645549896073618,30,Random Schedule
174,118.30629394222844,93.05187894010064,25.254415002127782,MAAC,SEC,121.91053876238817,96.44599125600317,25.464547506385003,30,Random Schedule
345,119.64991778612686,94.67087267939318,24.97904510673368,MVC,B10,114.01646073818576,88.0848362515027,25.931624486683063,30,Random Schedule
30,112.02731817370729,87.62042278233872,24.406895391368565,MAC,WCC,118.18172838066165,86.16897431501161,32.01275406565004,30,Random Schedule
322,118.29225624120066,96.02895600817511,22.263300233025532,MWC,B12,127.25883235860596,96.50856677677106,30.750265581834896,30,Random Schedule
21,112.77492932505064,90.54333922141606,22.231590103634577,A10,BE,115.7216564052487,94.76568621372098,20.95597019152771,30,Random Schedule
82,116.96398083608548,97.65226961914937,19.311711216936132,BSky,P12,116.1865715323933,96.37415896552088,19.812412566872425,30,Random Schedule
295,115.41115802537362,96.203209870816,19.207948154557627,MVC,BE,111.64764908893403,94.62168174334337,17.025967345590658,30,Random Schedule
320,114.76230659470303,95.67432043955624,19.08798615514678,BSth,WCC,108.854812446849,95.385333186159,13.469479260689994,30,Random Schedule
271,111.2285265879172,92.42835130838672,18.800175279530492,MAAC,MWC,110.97222814393217,103.6895391241623,7.282689019769876,30,Random Schedule
245,111.213389702986,92.83052063702767,18.382869065958317,Ivy,BE,117.99295587165565,97.94765052528723,20.045305346368423,30,Random Schedule
61,113.64783291682151,95.39645689283007,18.25137602399144,Amer,B12,116.71193174951274,89.88672048850707,26.825211261005677,30,Random Schedule
252,117.63363800589778,99.5321886482762,18.101449357621576,MAAC,CUSA,118.72621532848194,103.96934707350671,14.756868254975231,30,Random Schedule
204,116.31226405269608,98.38232473430888,17.929939318387213,SC,ACC,120.17210076027277,95.99299417871293,24.179106581559836,30,Random Schedule
326,110.55085966245215,92.65089142061711,17.89996824183504,SB,B12,119.62997809324212,98.381000347119,21.248977746123117,30,Random Schedule
293,112.7605774218146,95.17575429631336,17.58482312550123,NEC,Amer,110.30575565828622,90.81995133768673,19.485804320599485,30,Random Schedule
169,116.22601726276176,98.9484614015824,17.27755586117935,B12,B12,118.96108390247687,102.335870112026,16.62521379045087,30,Random Schedule
52,112.25271283877296,94.99551268232122,17.257200156451745,Slnd,SEC,109.69805526204496,87.45746511222379,22.240590149821173,30,Random Schedule
335,107.0154594133705,89.81444080137769,17.201018611992808,MVC,B10,108.28178887080936,88.47663880002791,19.80515007078145,30,Random Schedule
349,108.31824274363946,91.23196090938936,17.086281834250087,SEC,ACC,107.91806603114415,90.49718434594426,17.420881685199888,30,Random Schedule
225,112.65281393916388,96.0828471574579,16.569966781705972,Sum,B12,109.09043743551007,96.97574294618099,12.114694489329082,30,Random Schedule
232,110.12109838502744,93.62855195063123,16.49254643439619,Ivy,B10,102.41236561929412,94.47337834031194,7.938987278982182,30,Random Schedule
13,106.92910196508367,90.47175032772066,16.45735163736302,P12,SEC,104.13301476174301,89.16873931132412,14.964275450418896,30,Random Schedule
86,112.920643291436,96.9218653631818,15.9987779282542,P12,MWC,115.25161241347871,96.1890140855024,19.062598327976318,30,Random Schedule
231,114.13784355062054,98.4039129344661,15.73393061615444,A10,B12,111.06374592978655,97.7912155573036,13.272530372482947,30,Random Schedule
40,115.81659195216264,100.71051938582856,15.106072566334092,BE,B10,113.02175648200361,98.48197436559553,14.539782116408077,30,Random Schedule
23,111.4299845078254,97.21273020891933,14.21725429890607,AE,CUSA,112.26858690797674,98.96972138906065,13.298865518916088,30,Random Schedule
33,106.58732113500824,92.57090722693788,14.016413908070362,A10,SEC,111.45013356784732,90.16570774095439,21.284425826892928,30,Random Schedule
272,109.32909532914992,95.5819766734426,13.747118655707297,CAA,SEC,110.18413949317107,103.1090529916033,7.0750865015677675,30,Random Schedule
239,108.16191227568808,94.83267946603304,13.329232809655023,BSky,ACC,107.91184222464548,94.6253787657065,13.286463458938982,30,Random Schedule
95,108.11565180570486,94.85760858410124,13.258043221603629,WCC,B10,117.40057400400791,96.73094922201332,20.669624781994585,30,Random Schedule
98,113.71865497724644,100.70157497649066,13.017080000755769,Amer,B10,119.89638536588325,100.27760848541106,19.618776880472183,30,Random Schedule
133,105.28192150382183,92.44378851390496,12.838132989916886,CAA,MWC,101.02743419894225,91.09127655119362,9.93615764774863,30,Random Schedule
16,113.7002525374754,100.98170723434345,12.71854530313196,Sum,B10,105.47973503850251,97.69147760147438,7.788257437028136,30,Random Schedule
31,114.89879410031996,102.195058227503,12.70373587281695,B10,B10,111.46716333703804,100.13928920080217,11.327874136235877,30,Random Schedule
45,113.92795432613914,101.28261624409409,12.645338082045072,A10,BE,115.76059725414689,92.68739852081961,23.073198733327274,30,Random Schedule
156,110.67647082262434,98.1867043410018,12.489766481622553,BSky,B10,108.84097519520623,97.57943645226676,11.261538742939464,30,Random Schedule
108,109.52741298705176,97.16060511598874,12.366807871063015,Horz,P12,114.87015827052338,97.27839092968568,17.59176734083769,30,Random Schedule
180,107.07712292411772,94.79589788270611,12.281225041411602,BE,ACC,115.56188308902223,90.57985906564326,24.98202402337897,30,Random Schedule
285,108.3274508335812,96.18362600128914,12.143824832292069,BSth,B10,112.03315782686428,97.02096418280867,15.012193644055614,30,Random Schedule
280,110.37061925926297,98.238392089211,12.132227170051962,ACC,P12,112.65723371193793,95.40890614890233,17.248327563035602,30,Random Schedule
49,105.38470111046956,93.57560063111411,11.809100479355422,SC,B12,108.99291215836405,93.11412432735108,15.878787831012971,30,Random Schedule
137,107.77794208999607,95.96937356745046,11.808568522545611,B10,CUSA,111.65892376005017,94.43947954436943,17.21944421568074,30,Random Schedule
111,110.53124413441552,98.92290737795383,11.608336756461682,WCC,ASun,108.03397921902786,95.37094279105162,12.663036427976238,30,Random Schedule
269,114.17981305304598,102.58924783892188,11.590565214124098,MAAC,B10,116.46433629618453,93.2317595264057,23.23257676977883,30,Random Schedule
99,109.44074721550744,97.87872040408048,11.56202681142696,MAC,Amer,106.95006161361523,95.7663895902582,11.183672023357033,30,Random Schedule
312,108.45009024752896,96.94933648490304,11.500753762625934,Horz,BE,107.76178186387088,96.36652806532221,11.395253798548666,30,Random Schedule
283,107.43603598287562,96.0734040223134,11.362631960562226,Horz,ACC,106.21689202042828,97.94504254727822,8.271849473150056,30,Random Schedule
51,115.3726329569064,104.47682209416249,10.895810862743945,Sum,SEC,114.93508328713652,100.81265459348566,14.12242869365086,30,Random Schedule
148,114.35303090978928,103.46922152609535,10.883809383693915,Slnd,B12,114.33652134258394,103.93493524489159,10.401586097692345,30,Random Schedule
71,107.09827972001683,96.70424584899682,10.394033871020028,MAC,P12,99.02313132932278,98.85843156539886,0.16469976392392027,30,Random Schedule
310,112.69793278378737,102.74053896950412,9.957393814283236,MEAC,Amer,116.75804489259818,106.1038750457182,10.65416984687998,30,Random Schedule
126,105.86849920407388,95.94070621419306,9.927792989880828,A10,SEC,112.12515447417378,103.8168538253251,8.308300648848686,30,Random Schedule
243,109.0874192476958,99.18326383199908,9.90415541569672,Pat,BE,106.7145369763597,96.98182265646994,9.732714319889752,30,Random Schedule
329,107.81701322237288,97.95538341630888,9.861629806063988,WCC,ACC,105.86928841510547,92.63436090072247,13.234927514383003,30,Random Schedule
58,106.86540455137305,97.12066303483888,9.744741516534148,WAC,A10,104.93939220554415,90.48566920398362,14.453723001560533,30,Random Schedule
127,114.52809983110616,104.9884607182174,9.53963911288875,BW,B10,114.26999755441582,106.16037895669156,8.109618597724264,30,Random Schedule
288,110.12995733214537,100.67065730771452,9.459300024430831,SWAC,MWC,115.14288459827972,101.98031394238009,13.162570655899628,30,Random Schedule
207,110.57326257413014,101.61426767131152,8.958994902818631,B12,B12,109.231200489904,103.3813953138794,5.849805176024603,30,Random Schedule
262,107.20643308210884,98.43546228475272,8.770970797356114,ASun,WAC,110.8419515442541,97.14317314696522,13.698778397288876,30,Random Schedule
6,108.68092053081028,99.9336578377559,8.747262693054381,BE,Ivy,105.97129775020235,105.17335398780018,0.7979437624021699,30,Random Schedule
303,112.3206805907039,103.57708326306044,8.74359732764347,B12,MWC,114.18985639577554,97.85126583298262,16.338590562792916,30,Random Schedule
237,108.47419939869592,99.82104591162988,8.653153487066064,SWAC,P12,115.0668311392704,106.09816947359948,8.968661665670922,30,Random Schedule
67,114.31196788202898,105.7295322550607,8.582435626968277,OVC,ACC,120.18378567419896,100.40437670020229,19.779408973996667,30,Random Schedule
304,104.8455150929811,96.31710057171904,8.528414521262064,Amer,MVC,102.57190662463178,96.47337737809924,6.098529246532536,30,Random Schedule
57,106.80981716402708,98.3196702815385,8.49014688248856,SWAC,P12,106.77527791923302,102.20801899876095,4.567258920472071,30,Random Schedule
